source_prefix	source_id	source_name	relation	target_prefix	target_id	type	source
ARI	0001093	Felty syndrome	skos:exactMatch	SNOMEDCT	57160007	manual	github:Jennyzeng25
ARI	0001093	Felty syndrome	skos:exactMatch	omop	81097	manual	github:Jennyzeng25
ARI	0001093	Felty syndrome	skos:exactMatch	DOID	11042	manual	github:Jennyzeng25
ARI	0001093	Felty syndrome	skos:exactMatch	MONDO	0007603	manual	github:Jennyzeng25
ARI	0001093	Felty syndrome	skos:exactMatch	ncit	C84712	manual	github:Jennyzeng25
ARI	0001093	Felty syndrome	skos:exactMatch	ORPHA	47612	manual	github:Jennyzeng25
ARI	0001093	Felty syndrome	skos:exactMatch	mesh	D005258	manual	github:Jennyzeng25
ARI	0001093	Felty syndrome	skos:exactMatch	icd10cm	M05.0	manual-negative	github:Jennyzeng25
ARI	0001093	Felty syndrome	skos:exactMatch	OMIM	134750	manual-negative	github:Jennyzeng25
ARI	0001093	Felty syndrome	skos:exactMatch	umls	C0015773	manual-negative	github:Jennyzeng25
ARI	0001059	Calcinosis due to childhood type dermatomyositis	skos:exactMatch	SNOMEDCT	838312001	manual	github:KrishnaTO
ARI	0001059	Calcinosis due to childhood type dermatomyositis	skos:exactMatch	omop	3654620	manual	github:KrishnaTO
ARI	0001060	Cataplexy and narcolepsy	skos:exactMatch	SNOMEDCT	193042000	manual	github:KrishnaTO
ARI	0001060	Cataplexy and narcolepsy	skos:exactMatch	omop	437854	manual	github:KrishnaTO
ARI	0001060	Cataplexy and narcolepsy	skos:exactMatch	MONDO	0016158	manual	github:KrishnaTO
ARI	0001060	Cataplexy and narcolepsy	skos:exactMatch	icd10cm	G47.411	manual	github:KrishnaTO
ARI	0001060	Cataplexy and narcolepsy	skos:exactMatch	ORPHA	2073	manual	github:KrishnaTO
ARI	0001060	Cataplexy and narcolepsy	skos:exactMatch	umls	C0751362	manual	github:KrishnaTO
ARI	0001061	Celiac disease	skos:exactMatch	SNOMEDCT	396331005	manual	github:KrishnaTO
ARI	0001061	Celiac disease	skos:exactMatch	omop	194992	manual	github:KrishnaTO
ARI	0001061	Celiac disease	skos:exactMatch	DOID	10608	manual	github:KrishnaTO
ARI	0001061	Celiac disease	skos:exactMatch	MONDO	0005130	manual	github:KrishnaTO
ARI	0001061	Celiac disease	skos:exactMatch	ncit	C26714	manual	github:KrishnaTO
ARI	0001061	Celiac disease	skos:exactMatch	icd10cm	K90.0	manual	github:KrishnaTO
ARI	0001061	Celiac disease	skos:exactMatch	ORPHA	555	manual	github:KrishnaTO
ARI	0001061	Celiac disease	skos:exactMatch	umls	C0007570	manual	github:KrishnaTO
ARI	0001061	Celiac disease	skos:exactMatch	mesh	D002446	manual	github:KrishnaTO
ARI	0001060	Cataplexy and narcolepsy	skos:exactMatch	SNOMEDCT	735676003	manual-negative	github:KrishnaTO
ARI	0001060	Cataplexy and narcolepsy	skos:exactMatch	omop	42536721	manual-negative	github:KrishnaTO
ARI	0001061	Celiac disease	skos:exactMatch	SNOMEDCT	91867008	manual-negative	github:KrishnaTO
ARI	0001061	Celiac disease	skos:exactMatch	omop	4241413	manual-negative	github:KrishnaTO
ARI	0001062	Chronic Fatigue Syndrome	skos:exactMatch	SNOMEDCT	52702003	manual	github:KrishnaTO
ARI	0001062	Chronic Fatigue Syndrome	skos:exactMatch	omop	432738	manual	github:KrishnaTO
ARI	0001062	Chronic Fatigue Syndrome	skos:exactMatch	DOID	8544	manual	github:KrishnaTO
ARI	0001062	Chronic Fatigue Syndrome	skos:exactMatch	MONDO	0005404	manual	github:KrishnaTO
ARI	0001062	Chronic Fatigue Syndrome	skos:exactMatch	ncit	C3037	manual	github:KrishnaTO
ARI	0001062	Chronic Fatigue Syndrome	skos:exactMatch	icd10cm	G93.32	manual	github:KrishnaTO
ARI	0001062	Chronic Fatigue Syndrome	skos:exactMatch	ORPHA	1983	manual	github:KrishnaTO
ARI	0001062	Chronic Fatigue Syndrome	skos:exactMatch	umls	C0015674	manual	github:KrishnaTO
ARI	0001062	Chronic Fatigue Syndrome	skos:exactMatch	mesh	D015673	manual	github:KrishnaTO
ARI	0001065	Chronic Lyme disease	skos:exactMatch	DOID	11729	manual-negative	github:KrishnaTO
ARI	0001065	Chronic Lyme disease	skos:exactMatch	icd10cm	A69.2	manual-negative	github:KrishnaTO
ARI	0001065	Chronic Lyme disease	skos:exactMatch	SNOMEDCT	1269516003	manual-negative	github:KrishnaTO
ARI	0001063	Chronic inflammatory demyelinating polyradiculoneuropathy	skos:exactMatch	SNOMEDCT	128209004	manual	github:KrishnaTO
ARI	0001063	Chronic inflammatory demyelinating polyradiculoneuropathy	skos:exactMatch	omop	381009	manual	github:KrishnaTO
ARI	0001063	Chronic inflammatory demyelinating polyradiculoneuropathy	skos:exactMatch	DOID	5213	manual	github:KrishnaTO
ARI	0001063	Chronic inflammatory demyelinating polyradiculoneuropathy	skos:exactMatch	MONDO	0006702	manual	github:KrishnaTO
ARI	0001063	Chronic inflammatory demyelinating polyradiculoneuropathy	skos:exactMatch	ncit	C84636	manual	github:KrishnaTO
ARI	0001063	Chronic inflammatory demyelinating polyradiculoneuropathy	skos:exactMatch	icd10cm	G61.81	manual	github:KrishnaTO
ARI	0001063	Chronic inflammatory demyelinating polyradiculoneuropathy	skos:exactMatch	ORPHA	2932	manual	github:KrishnaTO
ARI	0001063	Chronic inflammatory demyelinating polyradiculoneuropathy	skos:exactMatch	umls	C0393819	manual	github:KrishnaTO
ARI	0001063	Chronic inflammatory demyelinating polyradiculoneuropathy	skos:exactMatch	mesh	D020277	manual	github:KrishnaTO
ARI	0001064	Chronic interstitial cystitis	skos:exactMatch	SNOMEDCT	38731000087104	manual	github:KrishnaTO
ARI	0001064	Chronic interstitial cystitis	skos:exactMatch	omop	1450471	manual	github:KrishnaTO
ARI	0001064	Chronic interstitial cystitis	skos:exactMatch	MONDO	0018301	manual	github:KrishnaTO
ARI	0001064	Chronic interstitial cystitis	skos:exactMatch	ncit	C27189	manual	github:KrishnaTO
ARI	0001064	Chronic interstitial cystitis	skos:exactMatch	ORPHA	37202	manual	github:KrishnaTO
ARI	0001066	Chronic multifocal osteomyelitis	skos:exactMatch	SNOMEDCT	1204420006	manual	github:KrishnaTO
ARI	0001066	Chronic multifocal osteomyelitis	skos:exactMatch	omop	37163124	manual	github:KrishnaTO
ARI	0001066	Chronic multifocal osteomyelitis	skos:exactMatch	MONDO	0009813	manual	github:KrishnaTO
ARI	0001066	Chronic multifocal osteomyelitis	skos:exactMatch	ncit	C119042	manual	github:KrishnaTO
ARI	0001066	Chronic multifocal osteomyelitis	skos:exactMatch	ORPHA	324964	manual	github:KrishnaTO
ARI	0001066	Chronic multifocal osteomyelitis	skos:exactMatch	umls	C0410422	manual	github:KrishnaTO
ARI	0001067	Chronic post-COVID-19 syndrome	skos:exactMatch	SNOMEDCT	1119304009	manual	github:KrishnaTO
ARI	0001067	Chronic post-COVID-19 syndrome	skos:exactMatch	omop	600589	manual	github:KrishnaTO
ARI	0001067	Chronic post-COVID-19 syndrome	skos:exactMatch	DOID	0080848	manual	github:KrishnaTO
ARI	0001067	Chronic post-COVID-19 syndrome	skos:exactMatch	MONDO	0100233	manual	github:KrishnaTO
ARI	0001067	Chronic post-COVID-19 syndrome	skos:exactMatch	ncit	C179263	manual	github:KrishnaTO
ARI	0001067	Chronic post-COVID-19 syndrome	skos:exactMatch	umls	C5433293	manual	github:KrishnaTO
ARI	0001067	Chronic post-COVID-19 syndrome	skos:exactMatch	mesh	D000094024	manual	github:KrishnaTO
ARI	0001068	Cogan's syndrome	skos:exactMatch	SNOMEDCT	405810005	manual	github:KrishnaTO
ARI	0001068	Cogan's syndrome	skos:exactMatch	omop	4233620	manual	github:KrishnaTO
ARI	0001068	Cogan's syndrome	skos:exactMatch	icd10cm	H16.32	manual	github:KrishnaTO
ARI	0001068	Cogan's syndrome	skos:exactMatch	ORPHA	1467	manual	github:KrishnaTO
ARI	0001068	Cogan's syndrome	skos:exactMatch	mesh	D055952	manual	github:KrishnaTO
ARI	0001063	Chronic inflammatory demyelinating polyradiculoneuropathy	skos:exactMatch	SNOMEDCT	230564004	manual-negative	github:KrishnaTO
ARI	0001063	Chronic inflammatory demyelinating polyradiculoneuropathy	skos:exactMatch	omop	4048024	manual-negative	github:KrishnaTO
ARI	0001066	Chronic multifocal osteomyelitis	skos:exactMatch	OMIM	609628	manual-negative	github:KrishnaTO
ARI	0001068	Cogan's syndrome	skos:exactMatch	umls	C0155089	manual-negative	github:KrishnaTO
ARI	0001069	Cold agglutinin disease	skos:exactMatch	SNOMEDCT	398937006	manual	github:KrishnaTO
ARI	0001069	Cold agglutinin disease	skos:exactMatch	omop	4160887	manual	github:KrishnaTO
ARI	0001069	Cold agglutinin disease	skos:exactMatch	MONDO	0018922	manual	github:KrishnaTO
ARI	0001069	Cold agglutinin disease	skos:exactMatch	ncit	C208228	manual	github:KrishnaTO
ARI	0001069	Cold agglutinin disease	skos:exactMatch	icd10cm	D59.12	manual	github:KrishnaTO
ARI	0001069	Cold agglutinin disease	skos:exactMatch	ORPHA	56425	manual	github:KrishnaTO
ARI	0001069	Cold agglutinin disease	skos:exactMatch	umls	C0175816	manual	github:KrishnaTO
ARI	0001070	Combined immunodeficiency due to LRBA deficiency	skos:exactMatch	SNOMEDCT	1197477000	manual	github:KrishnaTO
ARI	0001070	Combined immunodeficiency due to LRBA deficiency	skos:exactMatch	omop	37162777	manual	github:KrishnaTO
ARI	0001070	Combined immunodeficiency due to LRBA deficiency	skos:exactMatch	DOID	0081151	manual	github:KrishnaTO
ARI	0001070	Combined immunodeficiency due to LRBA deficiency	skos:exactMatch	MONDO	0013863	manual	github:KrishnaTO
ARI	0001070	Combined immunodeficiency due to LRBA deficiency	skos:exactMatch	ORPHA	445018	manual	github:KrishnaTO
ARI	0001070	Combined immunodeficiency due to LRBA deficiency	skos:exactMatch	OMIM	614700	manual	github:KrishnaTO
ARI	0001070	Combined immunodeficiency due to LRBA deficiency	skos:exactMatch	umls	C3553512	manual	github:KrishnaTO
ARI	0001071	Complex regional pain syndrome	skos:exactMatch	SNOMEDCT	128200000	manual	github:KrishnaTO
ARI	0001071	Complex regional pain syndrome	skos:exactMatch	omop	4134577	manual	github:KrishnaTO
ARI	0001071	Complex regional pain syndrome	skos:exactMatch	DOID	3223	manual	github:KrishnaTO
ARI	0001071	Complex regional pain syndrome	skos:exactMatch	MONDO	0019369	manual	github:KrishnaTO
ARI	0001071	Complex regional pain syndrome	skos:exactMatch	ncit	C206547	manual	github:KrishnaTO
ARI	0001071	Complex regional pain syndrome	skos:exactMatch	ORPHA	83452	manual	github:KrishnaTO
ARI	0001071	Complex regional pain syndrome	skos:exactMatch	umls	C0458219	manual	github:KrishnaTO
ARI	0001071	Complex regional pain syndrome	skos:exactMatch	mesh	D020918	manual	github:KrishnaTO
ARI	0001069	Cold agglutinin disease	skos:exactMatch	SNOMEDCT	127055007	manual-negative	github:KrishnaTO
ARI	0001069	Cold agglutinin disease	skos:exactMatch	omop	4131128	manual-negative	github:KrishnaTO
ARI	0001071	Complex regional pain syndrome	skos:exactMatch	SNOMEDCT	408751001	manual-negative	github:KrishnaTO
ARI	0001071	Complex regional pain syndrome	skos:exactMatch	SNOMEDCT	734947007	manual-negative	github:KrishnaTO
ARI	0001071	Complex regional pain syndrome	skos:exactMatch	omop	42536233	manual-negative	github:KrishnaTO
ARI	0001071	Complex regional pain syndrome	skos:exactMatch	omop	4256912	manual-negative	github:KrishnaTO
ARI	0001072	COPA syndrome	skos:exactMatch	DOID	0081242	manual	github:KrishnaTO
ARI	0001072	COPA syndrome	skos:exactMatch	OMIM	616414	manual-negative	github:KrishnaTO
ARI	0001212	CREST Syndrome	skos:exactMatch	SNOMEDCT	62382002	manual-negative	github:KrishnaTO
ARI	0001095	Fibromyalgia	skos:exactMatch	SNOMEDCT	203082005	manual	github:Jennyzeng25
ARI	0001095	Fibromyalgia	skos:exactMatch	omop	40405599	manual	github:Jennyzeng25
ARI	0001095	Fibromyalgia	skos:exactMatch	DOID	631	manual	github:Jennyzeng25
ARI	0001095	Fibromyalgia	skos:exactMatch	MONDO	0005546	manual	github:Jennyzeng25
ARI	0001095	Fibromyalgia	skos:exactMatch	ncit	C87497	manual	github:Jennyzeng25
ARI	0001095	Fibromyalgia	skos:exactMatch	icd10cm	M79.7	manual	github:Jennyzeng25
ARI	0001095	Fibromyalgia	skos:exactMatch	mesh	D005356	manual	github:Jennyzeng25
ARI	0003	Fulminant type 1 diabetes	skos:exactMatch	omop	37163452	manual	github:Jennyzeng25
ARI	0001096	Graves' disease	skos:exactMatch	DOID	12361	manual	github:Jennyzeng25
ARI	0001096	Graves' disease	skos:exactMatch	MONDO	0005364	manual	github:Jennyzeng25
ARI	0001096	Graves' disease	skos:exactMatch	ncit	C3071	manual	github:Jennyzeng25
ARI	0001096	Graves' disease	skos:exactMatch	icd10cm	E05.0	manual	github:Jennyzeng25
ARI	0001096	Graves' disease	skos:exactMatch	OMIM	275000	manual	github:Jennyzeng25
ARI	0001095	Fibromyalgia	skos:exactMatch	ORPHA	41842	manual	github:Jennyzeng25
ARI	0001096	Graves' disease	skos:exactMatch	mesh	D006111	manual	github:Jennyzeng25
ARI	0003	Fulminant type 1 diabetes	skos:exactMatch	SNOMEDCT	1217068008	manual-negative	github:Jennyzeng25
ARI	0003	Fulminant type 1 diabetes	skos:exactMatch	MONDO	0014523	manual-negative	github:Jennyzeng25
ARI	0003	Fulminant type 1 diabetes	skos:exactMatch	icd10cm	E10	manual-negative	github:Jennyzeng25
ARI	0001106	Immune Dysregulation, Polyendocrinopathy, Enteropathy, X-Linked Syndrome	skos:exactMatch	omop	28660	manual	github:AnjaliRH
ARI	0001106	Immune Dysregulation, Polyendocrinopathy, Enteropathy, X-Linked Syndrome	skos:exactMatch	DOID	0090110	manual	github:AnjaliRH
ARI	0001108	Immunoglobulin A vasculitis	skos:exactMatch	SNOMEDCT	191306005	manual	github:AnjaliRH
ARI	0001110	Immunoglobulin G4 related ophthalmic disease	skos:exactMatch	SNOMEDCT	1187510006	manual	github:AnjaliRH
ARI	0001111	Inclusion body myositis	skos:exactMatch	SNOMEDCT	72315009	manual	github:AnjaliRH
ARI	0001112	Inflammatory Bowel Disease	skos:exactMatch	SNOMEDCT	24526004	manual	github:AnjaliRH
ARI	0001113	Insulin autoimmune syndrome	skos:exactMatch	SNOMEDCT	408539000	manual	github:AnjaliRH
ARI	0001114	Insulin resistance - type B	skos:exactMatch	SNOMEDCT	237652003	manual	github:AnjaliRH
ARI	0001116	Interstitial lung disease	skos:exactMatch	SNOMEDCT	233703007	manual	github:AnjaliRH
ARI	0001108	Immunoglobulin A vasculitis	skos:exactMatch	omop	4101602	manual	github:AnjaliRH
ARI	0001110	Immunoglobulin G4 related ophthalmic disease	skos:exactMatch	omop	37162346	manual	github:AnjaliRH
ARI	0001111	Inclusion body myositis	skos:exactMatch	omop	4216406	manual	github:AnjaliRH
ARI	0001112	Inflammatory Bowel Disease	skos:exactMatch	omop	4074815	manual	github:AnjaliRH
ARI	0001113	Insulin autoimmune syndrome	skos:exactMatch	omop	4252384	manual	github:AnjaliRH
ARI	0001114	Insulin resistance - type B	skos:exactMatch	omop	4129525	manual	github:AnjaliRH
ARI	0001116	Interstitial lung disease	skos:exactMatch	omop	4119786	manual	github:AnjaliRH
ARI	0001108	Immunoglobulin A vasculitis	skos:exactMatch	DOID	11123	manual	github:AnjaliRH
ARI	0001111	Inclusion body myositis	skos:exactMatch	DOID	3429	manual	github:AnjaliRH
ARI	0001112	Inflammatory Bowel Disease	skos:exactMatch	DOID	0050589	manual	github:AnjaliRH
ARI	0001113	Insulin autoimmune syndrome	skos:exactMatch	DOID	0040100	manual	github:AnjaliRH
ARI	0001115	Intermediate uveitis	skos:exactMatch	DOID	12732	manual	github:AnjaliRH
ARI	0001116	Interstitial lung disease	skos:exactMatch	DOID	3082	manual	github:AnjaliRH
ARI	0001116	Interstitial lung disease	skos:exactMatch	ncit	C164315	manual	github:AnjaliRH
ARI	0001115	Intermediate uveitis	skos:exactMatch	ncit	C35110	manual	github:AnjaliRH
ARI	0001111	Inclusion body myositis	skos:exactMatch	mesh	D018979	manual	github:AnjaliRH
ARI	0001112	Inflammatory Bowel Disease	skos:exactMatch	mesh	D015212	manual	github:AnjaliRH
ARI	0001115	Intermediate uveitis	skos:exactMatch	mesh	D015867	manual	github:AnjaliRH
ARI	0001116	Interstitial lung disease	skos:exactMatch	mesh	D017563	manual	github:AnjaliRH
ARI	0001106	Immune Dysregulation, Polyendocrinopathy, Enteropathy, X-Linked Syndrome	skos:exactMatch	SNOMEDCT	237618001	manual-negative	github:AnjaliRH
ARI	0001106	Immune Dysregulation, Polyendocrinopathy, Enteropathy, X-Linked Syndrome	skos:exactMatch	icd10cm	E31.0	manual-negative	github:AnjaliRH
ARI	0001107	Immune thrombocytopenia	skos:exactMatch	DOID	8924	manual-negative	github:AnjaliRH
ARI	0001109	Immunoglobulin G4 related disease	skos:exactMatch	DOID	0080356	manual-negative	github:AnjaliRH
ARI	0001107	Immune thrombocytopenia	skos:exactMatch	icd10cm	D69.3	manual-negative	github:AnjaliRH
ARI	0001116	Interstitial lung disease	skos:exactMatch	icd10cm	J84.9	manual	github:AnjaliRH
ARI	0001111	Inclusion body myositis	skos:exactMatch	icd10cm	G72.41	manual	github:AnjaliRH
ARI	0001103	Idiopathic pulmonary fibrosis	skos:exactMatch	umls	C1800706	manual	github:AnjaliRH
ARI	0001107	Immune thrombocytopenia	skos:exactMatch	umls	C0242584	manual	github:AnjaliRH
ARI	0001104	IgA nephropathy	skos:exactMatch	umls	C0017661	manual	github:AnjaliRH
ARI	0001108	Immunoglobulin A vasculitis	skos:exactMatch	umls	C0034152	manual	github:AnjaliRH
ARI	0001111	Inclusion body myositis	skos:exactMatch	umls	C0238190	manual	github:AnjaliRH
ARI	0001112	Inflammatory Bowel Disease	skos:exactMatch	umls	C0021390	manual	github:AnjaliRH
ARI	0001113	Insulin autoimmune syndrome	skos:exactMatch	umls	C0854359	manual	github:AnjaliRH
ARI	0001115	Intermediate uveitis	skos:exactMatch	umls	C0042166	manual	github:AnjaliRH
ARI	0001116	Interstitial lung disease	skos:exactMatch	umls	C0206062	manual	github:AnjaliRH
ARI	0001073	Crohn's disease	skos:exactMatch	SNOMEDCT	34000006	manual	github:KrishnaTO
ARI	0001073	Crohn's disease	skos:exactMatch	MONDO	0005011	manual	github:KrishnaTO
ARI	0001073	Crohn's disease	skos:exactMatch	DOID	8778	manual	github:KrishnaTO
ARI	0001071	Complex regional pain syndrome	skos:exactMatch	OMIM	604335	manual	github:KrishnaTO
ARI	0001073	Crohn's disease	skos:exactMatch	omop	201606	manual	github:KrishnaTO
ARI	0001073	Crohn's disease	skos:exactMatch	ncit	C2965	manual	github:KrishnaTO
ARI	0001073	Crohn's disease	skos:exactMatch	icd10cm	K50	manual	github:KrishnaTO
ARI	0001073	Crohn's disease	skos:exactMatch	ORPHA	206	manual	github:KrishnaTO
ARI	0001073	Crohn's disease	skos:exactMatch	mesh	D003424	manual	github:KrishnaTO
ARI	0001074	Cryptogenic organizing pneumonia	skos:exactMatch	SNOMEDCT	719218000	manual	github:KrishnaTO
ARI	0001074	Cryptogenic organizing pneumonia	skos:exactMatch	omop	36714118	manual	github:KrishnaTO
ARI	0001074	Cryptogenic organizing pneumonia	skos:exactMatch	DOID	2797	manual	github:KrishnaTO
ARI	0001074	Cryptogenic organizing pneumonia	skos:exactMatch	MONDO	0015264	manual	github:KrishnaTO
ARI	0001074	Cryptogenic organizing pneumonia	skos:exactMatch	ORPHA	1302	manual	github:KrishnaTO
ARI	0001076	Cutaneous lupus erythematosus	skos:exactMatch	DOID	0050169	manual	github:KrishnaTO
ARI	0001076	Cutaneous lupus erythematosus	skos:exactMatch	MONDO	0005282	manual	github:KrishnaTO
ARI	0001076	Cutaneous lupus erythematosus	skos:exactMatch	ncit	C26819	manual	github:KrishnaTO
ARI	0001076	Cutaneous lupus erythematosus	skos:exactMatch	umls	C0024137	manual	github:KrishnaTO
ARI	0001076	Cutaneous lupus erythematosus	skos:exactMatch	mesh	D008178	manual	github:KrishnaTO
ARI	0001074	Cryptogenic organizing pneumonia	skos:exactMatch	OMIM	NoTermFound	manual-absent	github:KrishnaTO
ARI	0001076	Cutaneous lupus erythematosus	skos:exactMatch	OMIM	NoTermFound	manual-absent	github:KrishnaTO
ARI	0001060	Cataplexy and narcolepsy	skos:exactMatch	ncit	C196015	manual	github:KrishnaTO
ARI	0001060	Cataplexy and narcolepsy	skos:exactMatch	mesh	D009290	manual	github:KrishnaTO
ARI	0001060	Cataplexy and narcolepsy	skos:exactMatch	OMIM	161400	manual	github:KrishnaTO
ARI	0001060	Cataplexy and narcolepsy	skos:exactMatch	DOID	8986	manual-negative	github:KrishnaTO
ARI	0001071	Complex regional pain syndrome	skos:exactMatch	icd10cm	M89.0	manual	github:KrishnaTO
ARI	0001065	Chronic Lyme disease	skos:exactMatch	MONDO	0700280	manual	github:KrishnaTO
ARI	0001065	Chronic Lyme disease	skos:exactMatch	ncit	C119039	manual	github:KrishnaTO
ARI	0001065	Chronic Lyme disease	skos:exactMatch	umls	C3890422	manual	github:KrishnaTO
ARI	0001065	Chronic Lyme disease	skos:exactMatch	mesh	D000077342	manual	github:KrishnaTO
ARI	0001068	Cogan's syndrome	skos:exactMatch	MONDO	0015453	manual	github:KrishnaTO
ARI	0001069	Cold agglutinin disease	skos:exactMatch	mesh	D000744	manual	github:KrishnaTO
ARI	0001070	Combined immunodeficiency due to LRBA deficiency	skos:exactMatch	ncit	C176809	manual	github:KrishnaTO
ARI	0001065	Chronic Lyme disease	skos:exactMatch	ORPHA	NoTermFound	manual-absent	github:KrishnaTO
ARI	0001065	Chronic Lyme disease	skos:exactMatch	DOID	NoTermFound	manual-absent	github:KrishnaTO
ARI	0001065	Chronic Lyme disease	skos:exactMatch	SNOMEDCT	NoTermFound	manual-absent	github:KrishnaTO
ARI	0001065	Chronic Lyme disease	skos:exactMatch	icd10cm	NoTermFound	manual-absent	github:KrishnaTO
ARI	0001065	Chronic Lyme disease	skos:exactMatch	OMIM	NoTermFound	manual-absent	github:KrishnaTO
ARI	0001060	Cataplexy and narcolepsy	skos:exactMatch	DOID	NoTermFound	manual-absent	github:KrishnaTO
ARI	0001062	Chronic Fatigue Syndrome	skos:exactMatch	OMIM	NoTermFound	manual-absent	github:KrishnaTO
ARI	0001063	Chronic inflammatory demyelinating polyradiculoneuropathy	skos:exactMatch	OMIM	NoTermFound	manual-absent	github:KrishnaTO
ARI	0001064	Chronic interstitial cystitis	skos:exactMatch	OMIM	NoTermFound	manual-absent	github:KrishnaTO
ARI	0001067	Chronic post-COVID-19 syndrome	skos:exactMatch	ORPHA	NoTermFound	manual-absent	github:KrishnaTO
ARI	0001067	Chronic post-COVID-19 syndrome	skos:exactMatch	OMIM	NoTermFound	manual-absent	github:KrishnaTO
ARI	0001068	Cogan's syndrome	skos:exactMatch	ncit	NoTermFound	manual-absent	github:KrishnaTO
ARI	0001068	Cogan's syndrome	skos:exactMatch	OMIM	NoTermFound	manual-absent	github:KrishnaTO
ARI	0001069	Cold agglutinin disease	skos:exactMatch	OMIM	NoTermFound	manual-absent	github:KrishnaTO
ARI	0001070	Combined immunodeficiency due to LRBA deficiency	skos:exactMatch	icd10cm	NoTermFound	manual-absent	github:KrishnaTO
ARI	0001070	Combined immunodeficiency due to LRBA deficiency	skos:exactMatch	mesh	NoTermFound	manual-absent	github:KrishnaTO
ARI	0001068	Cogan's syndrome	skos:exactMatch	umls	C0271270	manual	github:KrishnaTO
ARI	0001068	Cogan's syndrome	skos:exactMatch	DOID	0060216	manual	github:KrishnaTO
ARI	0001069	Cold agglutinin disease	skos:exactMatch	DOID	NoTermFound	manual-absent	github:KrishnaTO
ARI	0001066	Chronic multifocal osteomyelitis	skos:exactMatch	OMIM	NoTermFound	manual-absent	github:KrishnaTO
ARI	0001021	Aplastic anemia	skos:exactMatch	SNOMEDCT	306058006	manual	github:KrishnaTO
ARI	0001021	Aplastic anemia	skos:exactMatch	omop	137829	manual	github:KrishnaTO
ARI	0001021	Aplastic anemia	skos:exactMatch	DOID	12449	manual	github:KrishnaTO
ARI	0001021	Aplastic anemia	skos:exactMatch	MONDO	0015909	manual	github:KrishnaTO
ARI	0001021	Aplastic anemia	skos:exactMatch	ncit	C2870	manual	github:KrishnaTO
ARI	0001021	Aplastic anemia	skos:exactMatch	icd10cm	D61.9	manual	github:KrishnaTO
ARI	0001021	Aplastic anemia	skos:exactMatch	OMIM	609135	manual	github:KrishnaTO
ARI	0001021	Aplastic anemia	skos:exactMatch	umls	C0002874	manual	github:KrishnaTO
ARI	0001021	Aplastic anemia	skos:exactMatch	mesh	D000741	manual	github:KrishnaTO
ARI	0001021	Aplastic anemia	skos:exactMatch	ORPHA	182040	manual-negative	github:KrishnaTO
ARI	0001143	Neuromyelitis optica	skos:exactMatch	SNOMEDCT	25044007	manual	github:aaronabend
ARI	0001143	Neuromyelitis optica	skos:exactMatch	omop	380995	manual	github:aaronabend
ARI	0001143	Neuromyelitis optica	skos:exactMatch	DOID	8869	manual	github:aaronabend
ARI	0001143	Neuromyelitis optica	skos:exactMatch	MONDO	0019100	manual	github:aaronabend
ARI	0001143	Neuromyelitis optica	skos:exactMatch	ncit	C84934	manual	github:aaronabend
ARI	0001143	Neuromyelitis optica	skos:exactMatch	icd10cm	G36.0	manual	github:aaronabend
ARI	0001143	Neuromyelitis optica	skos:exactMatch	ORPHA	71211	manual	github:aaronabend
ARI	0001143	Neuromyelitis optica	skos:exactMatch	mesh	D009471	manual	github:aaronabend
ARI	0001143	Neuromyelitis optica	skos:exactMatch	OMIM	NoTermFound	manual-absent	github:aaronabend
ARI	0001056	Birdshot chorioretinopathy	skos:exactMatch	ORPHA	179	manual	github:KrishnaTO
ARI	0001028	Autoimmune encephalitis	skos:exactMatch	omop	4318558	manual	github:aaronabend
ARI	0001028	Autoimmune encephalitis	skos:exactMatch	SNOMEDCT	95643007	manual	github:aaronabend
ARI	0001028	Autoimmune encephalitis	skos:exactMatch	MONDO	0020640	manual	github:aaronabend
ARI	0001019	Antisynthetase syndrome	skos:exactMatch	SNOMEDCT	445187004	manual	github:aaronabend
ARI	0001019	Antisynthetase syndrome	skos:exactMatch	omop	40482477	manual	github:aaronabend
ARI	0001019	Antisynthetase syndrome	skos:exactMatch	DOID	0080744	manual	github:aaronabend
ARI	0001135	Multiple sclerosis	skos:exactMatch	DOID	2377	manual	github:aaronabend
ARI	0001135	Multiple sclerosis	skos:exactMatch	MONDO	0005301	manual	github:aaronabend
ARI	0001135	Multiple sclerosis	skos:exactMatch	ncit	C3243	manual	github:aaronabend
ARI	0001135	Multiple sclerosis	skos:exactMatch	SNOMEDCT	128460000	manual-negative	github:aaronabend
ARI	0001135	Multiple sclerosis	skos:exactMatch	SNOMEDCT	426373005	manual-negative	github:aaronabend
ARI	0001135	Multiple sclerosis	skos:exactMatch	SNOMEDCT	428700003	manual-negative	github:aaronabend
ARI	0001135	Multiple sclerosis	skos:exactMatch	SNOMEDCT	49692006	manual-negative	github:aaronabend
ARI	0001135	Multiple sclerosis	skos:exactMatch	SNOMEDCT	24700007	manual	github:aaronabend
ARI	0001135	Multiple sclerosis	skos:exactMatch	omop	374919	manual	github:aaronabend
ARI	0001135	Multiple sclerosis	skos:exactMatch	omop	4178929	manual-negative	github:aaronabend
ARI	0001135	Multiple sclerosis	skos:exactMatch	omop	4145049	manual-negative	github:aaronabend
ARI	0001135	Multiple sclerosis	skos:exactMatch	omop	376970	manual-negative	github:aaronabend
ARI	0001135	Multiple sclerosis	skos:exactMatch	omop	4027727	manual-negative	github:aaronabend
